ParkCode,LocationType,StationID,month,variable,mean,sd,N,SE,inc.10.4yr,inc.20.4yr,inc.50.4yr,inc.10.8yr,inc.20.8yr,inc.50.8yr,inc.10.12yr,inc.20.12yr,inc.50.12yr
ACAD,Stream,ACHTHB,8,TN_mg/L,0.6335,0.076763509,12,0.022159716,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,5,TotalArea,1.7995,0.376167782,6,0.153569854,0.991,0.996,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,6,TotalArea,2.048666667,0.686964531,6,0.280452095,0.847,0.892,0.968,1,1,1,1,1,1
ACAD,Stream,ACHTHB,7,TotalArea,1.562,0.478755888,6,0.195451273,0.893,0.929,0.984,1,1,1,1,1,1
ACAD,Stream,ACHTHB,9,TotalArea,1.779666667,0.095357573,6,0.038929566,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,10,TotalArea,2.221,0.462740532,6,0.188913031,0.992,0.997,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,5,TotalVel,0.393,0.209630151,6,0.085581151,0.538,0.597,0.752,0.979,0.991,1,0.997,0.999,1
ACAD,Stream,ACHTHB,6,TotalVel,0.598333333,0.566839895,6,0.231411418,0.244,0.276,0.379,0.626,0.7,0.87,0.767,0.834,0.955
ACAD,Stream,ACHTHB,7,TotalVel,0.317666667,0.162126699,6,0.066187948,0.568,0.628,0.781,0.986,0.995,1,0.999,1,1
ACAD,Stream,ACHTHB,8,TotalVel,0.19725,0.040605242,8,0.014356121,0.999,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,9,TotalVel,0.357666667,0.331638759,6,0.135390957,0.252,0.285,0.391,0.644,0.718,0.883,0.784,0.849,0.962
ACAD,Stream,ACHTHB,10,TotalVel,0.693666667,0.477304375,6,0.194858695,0.384,0.433,0.576,0.876,0.924,0.988,0.958,0.98,0.999
ACAD,Stream,ACHTHB,5,TP_ug/L,8.05,2.416017975,8,0.854191347,0.954,0.974,0.997,1,1,1,1,1,1
ACAD,Stream,ACHTHB,8,TP_ug/L,15.1,2.453198284,12,0.708177345,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,5,Water Temperature,16.2275,1.830649768,8,0.647232432,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,6,Water Temperature,17.645,1.45084212,8,0.512950151,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,7,Water Temperature,23.822,2.645099452,10,0.836453891,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,8,Water Temperature,23.01333333,4.606827608,12,1.32987658,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,9,Water Temperature,17.864,1.736479197,10,0.549122937,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACHTHB,10,Water Temperature,12.872,1.72315473,10,0.544909371,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,ACOLOR,9.672298137,3.000035303,644,0.118217952,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,ACOLOR,8.398922636,2.161365562,698,0.081808893,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Al_ugL,23.70447761,3.736929415,134,0.322821533,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Al_ugL,17.14959698,3.170549251,636,0.125720456,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,ANC,65.87758209,3.270116073,134,0.282495002,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,ANC,68.21423973,4.758669764,584,0.196915156,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,ANC,71.81823116,4.781089982,638,0.189285165,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,ANC,70.02031094,5.014229193,636,0.198827121,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,BP_mmHg,753.3957415,5.14450008,132,0.447771257,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,BP_mmHg,753.6879201,5.123857587,552,0.218085862,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,BP_mmHg,754.1774046,3.491815118,644,0.137596792,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,BP_mmHg,755.138823,5.355346704,632,0.213024254,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,BP_mmHg,757.2865666,2.728398629,698,0.103271411,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,BP_mmHg,758.3139648,1.837333161,634,0.072969822,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,BP_mmHg,752.8829981,4.460703083,636,0.176878383,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Ca_ueqL,80.65143284,4.687163024,134,0.404909214,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Ca_ueqL,80.42263836,6.502032616,636,0.257822364,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,CHLA_ugL,1.236494624,0.832447327,372,0.043160383,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,CHLA_ugL,1.276229508,0.130874412,244,0.008378376,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Cl_ueqL,132.9101919,2.310669383,134,0.199611432,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,Cl_ueqL,118.437591,13.04613301,278,0.782455061,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,Cl_ueqL,119.9011091,3.003770999,330,0.165352151,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Cl_ueqL,130.8040252,9.124281018,636,0.361801276,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,COND,31.52880597,0.594173521,134,0.051328774,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,COND,31.31050314,1.271949733,636,0.050436088,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,DO (%),102.3909091,2.637528757,132,0.229567412,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,DO (%),102.6586957,2.643877378,552,0.112530894,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,DO (%),102.1518634,3.080215239,644,0.121377484,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,DO (%),101.4202532,5.013696101,632,0.199434123,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,DO (%),101.1467049,5.670636874,698,0.214636771,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,DO (%),98.65993691,6.833455753,634,0.271391198,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,DO (%),94.1745283,4.638878387,636,0.183943493,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,DO_mg.L,12.73924242,0.268164872,132,0.023340756,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,DO_mg.L,12.28797101,0.799483644,552,0.034028284,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,DO_mg.L,11.6326087,1.298652021,644,0.051174059,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,DO_mg.L,11.24006329,1.631538023,632,0.064899098,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,DO_mg.L,11.10272206,1.672225052,698,0.063294652,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,DO_mg.L,10.92167192,1.371273107,634,0.054460212,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,DO_mg.L,10.76455975,0.6659344,636,0.026406017,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,DOC_mgL,1.608358209,0.141363894,134,0.01221198,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,DOC_mgL,1.878618705,0.237832068,278,0.01426422,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,DOC_mgL,2.003878788,0.174570556,330,0.009609793,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,DOC_mgL,1.861459119,0.149468465,636,0.00592681,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,eqPH,7.015044776,0.078957385,134,0.006820879,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,eqPH,7.017484277,0.120500105,636,0.00477814,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,FPH,6.530149254,0.111523861,134,0.009634194,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,FPH,6.745517241,0.077304874,58,0.010150627,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,FPH,6.763206107,0.056430023,524,0.002465157,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,FPH,6.865612457,0.063533574,578,0.002642648,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,FPH,6.701559748,0.114797053,636,0.004551999,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,K_ueqL,6.136050448,0.753927825,134,0.065129444,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,K_ueqL,6.010964618,0.295112718,636,0.01170198,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Mg_ueqL,38.44116418,2.045367129,134,0.176692808,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Mg_ueqL,38.33661182,1.363841086,636,0.054079817,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Na_ueqL,140.6412687,13.49741182,134,1.16599879,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Na_ueqL,141.4875259,7.354849399,636,0.291638749,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,NH3_mg/L,0.008,0,60,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,NH3_mg/L,0.009726316,0.0020338,190,0.000147547,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,NH3_mg/L,0.012,0,64,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,NH4_mg/L,0.02,0,60,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,NO2+NO3_mg/L,0.018437398,0.00692591,246,0.00044158,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,NO3_ueq/L,2.146969697,0.058530861,132,0.005094458,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,NO3_ueq/L,2.667692308,1.15431213,130,0.101239871,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,NO3_ueq/L,1.694285714,0.587261344,126,0.052317399,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,pH,6.615606061,0.171202561,132,0.01490127,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,pH,6.527459644,0.232052716,496,0.010419475,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,pH,6.519378882,0.29809074,644,0.011746421,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,pH,6.449525316,0.410217479,632,0.016317575,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,pH,6.405186246,0.445156664,698,0.016849428,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,pH,6.411198738,0.429603383,634,0.01706173,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,pH,6.416477987,0.339987287,636,0.013481373,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,PO4_ug/L,2.45,0.55230609,120,0.050418417,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,PO4_ug/L,1.820652174,0.831817819,184,0.061322423,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,SO4_ueqL,55.8578607,2.501026069,134,0.216055745,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,SO4_ueqL,47.33338129,5.182489069,278,0.310825039,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,SO4_ueqL,47.76032197,2.846851038,330,0.156713992,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,SO4_ueqL,54.02465409,11.06176781,636,0.438627625,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Specific conductance,30.28787879,1.293142825,132,0.112553636,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,Specific conductance,31.65942029,0.877187196,552,0.037335566,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,Specific conductance,31.60248447,0.904658777,644,0.03564855,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,Specific conductance,31.91139241,1.040417732,632,0.041385595,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,Specific conductance,31.81088825,1.094552344,698,0.041429417,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,Specific conductance,31.68769716,1.231603354,634,0.048913218,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Specific conductance,31.66037736,1.202779923,636,0.047693326,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,T_Dis_N_mgL,0.117918033,0.005019944,122,0.000454484,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,T_Dis_N_mgL,0.1125,0.003514199,124,0.000315584,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,T_Dis_P_ugL,2.539215686,1.094081562,306,0.06254448,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,T_Dis_P_ugL,1.698051948,0.260910653,308,0.014866764,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,TCOLOR,5,1.011215304,134,0.087355697,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,TCOLOR,4.090616352,0.863139494,636,0.034225707,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,TN_mg/L,0.107227273,0.00743377,132,0.000647027,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,TN_mg/L,0.11610274,0.02277844,584,0.000942579,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,TN_mg/L,0.104924779,0.021829182,452,0.001026758,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,TN_mg/L,0.106425532,0.030027257,188,0.002189963,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,TP_ug/L,2.754452055,0.977665179,584,0.040456073,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,TP_ug/L,2.206896552,0.73858626,638,0.02924091,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,4,Water Temperature,6.039242424,1.537750226,132,0.133843977,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,5,Water Temperature,7.722898551,2.956914982,552,0.125854659,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,6,Water Temperature,10.10965839,5.034852299,644,0.198400975,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,7,Water Temperature,11.61253165,6.760505981,632,0.268918489,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,8,Water Temperature,12.06584527,6.904940131,698,0.261355838,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,9,Water Temperature,11.33082019,5.418327912,634,0.215189292,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACJORD,10,Water Temperature,9.584654088,3.134880682,636,0.124306105,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,ACOLOR,19.33333333,18.33757527,6,7.486283754,0.244,0.276,0.378,0.625,0.699,0.869,0.766,0.833,0.954
ACAD,Stream,ACJRDO,8,ACOLOR,8.4,0.516397779,10,0.163299316,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,ANC,65,5.66886232,6,2.314303351,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,ANC,68.05,3.471928242,8,1.227512002,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,BP_mmHg,754.5931272,2.845195217,8,1.005928416,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,BP_mmHg,753.3262449,5.730582876,8,2.026067006,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,BP_mmHg,753.916746,3.417019312,8,1.208098764,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,BP_mmHg,751.6177762,0.751490531,10,0.237642172,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,BP_mmHg,752.5977483,5.95744189,8,2.10627378,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,BP_mmHg,755.7139734,4.695408321,8,1.660077532,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,Discharge,2.19775,1.536058476,8,0.543078682,0.458,0.512,0.665,0.942,0.97,0.997,0.987,0.995,1
ACAD,Stream,ACJRDO,6,Discharge,5.28675,4.837944863,8,1.71047181,0.315,0.356,0.483,0.775,0.84,0.956,0.894,0.938,0.992
ACAD,Stream,ACJRDO,7,Discharge,3.35425,4.497996911,8,1.590282059,0.184,0.207,0.284,0.464,0.53,0.716,0.594,0.668,0.848
ACAD,Stream,ACJRDO,8,Discharge,4.4274,8.734642156,10,2.762136376,0.128,0.143,0.193,0.297,0.343,0.49,0.387,0.446,0.624
ACAD,Stream,ACJRDO,9,Discharge,0.34725,0.213271624,8,0.075402906,0.54,0.599,0.754,0.979,0.991,1,0.997,0.999,1
ACAD,Stream,ACJRDO,10,Discharge,6.051,3.907382171,8,1.381468215,0.507,0.565,0.72,0.968,0.985,0.999,0.995,0.999,1
ACAD,Stream,ACJRDO,5,DO (%),101.875,2.038732099,8,0.720800646,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,DO (%),100.575,1.989077317,8,0.703245029,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,DO (%),98.8,0.98270763,8,0.347439614,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,DO (%),96.62,3.090774804,10,0.977388812,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,DO (%),97.975,2.308215142,8,0.81607729,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,DO (%),100.15,1.933907961,8,0.683739717,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,DO_mg.L,11.15,0.787654747,8,0.278478006,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,DO_mg.L,9.2925,0.41578669,8,0.147002794,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,DO_mg.L,8.4025,0.271753565,8,0.096079394,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,DO_mg.L,8.542,0.399577555,10,0.126357517,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,DO_mg.L,9.075,0.224053565,8,0.079214898,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,DO_mg.L,10.015,0.29291637,8,0.103561576,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,FPH,6.73,0.098386991,6,0.040166321,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,FPH,6.805,0.048107024,8,0.017008401,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,pH,6.755,0.054772256,8,0.019364917,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,pH,6.8525,0.035757117,8,0.01264205,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,pH,6.79,0.258014396,8,0.091221865,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,pH,6.602,0.226607836,10,0.07165969,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,pH,6.6575,0.211034865,8,0.074612092,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,pH,6.565,0.249399278,8,0.08817596,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,Specific conductance,31.25,1.58113883,8,0.559016994,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,Specific conductance,30.5,1.195228609,8,0.422577127,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,Specific conductance,31.25,0.46291005,8,0.163663418,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,Specific conductance,32,0.666666667,10,0.210818511,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,Specific conductance,30.25,2.764571783,8,0.977423727,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,Specific conductance,31.5,0.534522484,8,0.188982237,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,TN_mg/L,0.10325,0.008892212,8,0.003143872,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,TotalArea,2.724333333,0.280920392,6,0.11468527,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,TotalVel,0.113333333,0.010327956,6,0.00421637,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,TP_ug/L,2.62,0.434101883,10,0.137275069,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,5,Water Temperature,11.46,2.431472217,8,0.859655247,0.998,0.999,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,6,Water Temperature,19.27,2.212587367,8,0.782267766,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,7,Water Temperature,23.515,2.198993276,8,0.777461529,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,8,Water Temperature,21.464,1.256478324,10,0.397333333,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,9,Water Temperature,19.085,0.534656098,8,0.189029476,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACJRDO,10,Water Temperature,15.445,2.18096309,8,0.771086895,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,ACOLOR,2.4,1.429840706,10,0.452155332,0.638,0.698,0.842,0.996,0.999,1,1,1,1
ACAD,Stream,ACKEBO,8,ACOLOR,7.6,7.763160868,10,2.454927019,0.316,0.357,0.484,0.776,0.841,0.957,0.895,0.938,0.992
ACAD,Stream,ACKEBO,5,ANC,81.44,21.79537158,10,6.892301664,0.992,0.997,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,ANC,161.9975,62.29901644,8,22.02602849,0.851,0.895,0.97,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,BP_mmHg,755.1418672,3.849451152,14,1.028809095,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,6,BP_mmHg,753.7642122,4.053284297,10,1.281761038,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,7,BP_mmHg,753.1201497,3.067789749,10,0.970120299,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,BP_mmHg,752.542261,4.124172771,10,1.304177942,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,9,BP_mmHg,757.4275352,5.183098376,10,1.63903962,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,10,BP_mmHg,747.1330396,7.208968106,10,2.27967588,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,Cl_ueqL,85.66666667,8.262364472,6,3.373096171,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,Discharge,1.509,1.4689939,14,0.392605134,0.427,0.479,0.629,0.919,0.955,0.995,0.978,0.991,1
ACAD,Stream,ACKEBO,6,Discharge,0.5576,0.518302614,10,0.163901678,0.361,0.407,0.545,0.846,0.9,0.981,0.941,0.97,0.998
ACAD,Stream,ACKEBO,7,Discharge,4.707,6.353687119,8,2.246367624,0.182,0.205,0.281,0.459,0.525,0.711,0.588,0.662,0.843
ACAD,Stream,ACKEBO,8,Discharge,0.5578,0.817352202,10,0.258469461,0.189,0.214,0.294,0.481,0.549,0.735,0.613,0.688,0.863
ACAD,Stream,ACKEBO,9,Discharge,0.1864,0.155163856,10,0.04906712,0.42,0.472,0.621,0.913,0.95,0.994,0.976,0.99,1
ACAD,Stream,ACKEBO,10,Discharge,3.4786,2.790029837,10,0.882284902,0.442,0.496,0.647,0.931,0.963,0.996,0.983,0.994,1
ACAD,Stream,ACKEBO,5,DO (%),97.4,0.770614141,14,0.205955292,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,6,DO (%),95.72,1.657843311,10,0.524256087,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,7,DO (%),94.48,3.837476022,10,1.21351647,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,DO (%),94,3.048496897,10,0.964019364,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,9,DO (%),95,1.507020607,10,0.47656176,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,10,DO (%),94.4,3.510618812,10,1.110155144,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,DO_mg.L,11.31142857,0.373771982,14,0.099894764,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,6,DO_mg.L,10.374,0.535354504,10,0.169293959,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,7,DO_mg.L,9.334,0.573123993,10,0.18123772,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,DO_mg.L,9.352,0.475693646,10,0.150427539,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,9,DO_mg.L,9.772,0.722169571,10,0.22837007,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,10,DO_mg.L,10.238,0.309364941,10,0.097829784,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,DOC_mgL,0.82,0.238495283,6,0.097365292,0.916,0.947,0.99,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,FPH,6.782,0.172098163,10,0.054422218,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,FPH,6.955,0.184623168,8,0.065274147,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,pH,6.436,0.179455968,10,0.05674896,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,6,pH,6.698,0.217500958,10,0.068779842,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,7,pH,6.684,0.134097808,10,0.04240545,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,pH,6.682,0.152810704,10,0.048322987,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,9,pH,6.6,0.277608838,10,0.087787623,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,10,pH,6.466,0.320873807,10,0.101469207,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,SO4_ueqL,47.33333333,0.516397779,6,0.210818511,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,5,Specific conductance,26.42857143,2.651974177,14,0.708769912,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,6,Specific conductance,32.2,4.184627954,10,1.323295549,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,7,Specific conductance,32.8,12.06279864,10,3.814591867,0.924,0.953,0.991,1,1,1,1,1,1
ACAD,Stream,ACKEBO,8,Specific conductance,36.2,6.746192342,10,2.133333333,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,9,Specific conductance,40.2,8.599741598,10,2.719477074,0.999,1,1,1,1,1,1,1,1
ACAD,Stream,ACKEBO,10,Specific conductance,31.4,11.63519565,10,3.679371927,0.921,0.951,0.991,1,1,1,1,1,1
